date,open,high,low,close,volume
2023-05-05,1.97e-06,4.39e-06,1.97e-06,3.73e-06,46108639000543.0
2023-05-06,3.73e-06,3.85e-06,2.29e-06,2.63e-06,108184587925547.0
2023-05-07,2.63e-06,3.1e-06,2.41e-06,2.79e-06,65077437336487.0
2023-05-08,2.79e-06,2.81e-06,1.54e-06,1.94e-06,140237460567381.0
2023-05-09,1.95e-06,2.14e-06,1.73e-06,2.01e-06,84408522428236.0
2023-05-10,2.01e-06,2.13e-06,1.69e-06,1.93e-06,62376608472013.0
2023-05-11,1.93e-06,1.94e-06,1.25e-06,1.4e-06,102478204068900.0
2023-05-12,1.4e-06,1.9e-06,1.05e-06,1.75e-06,183117190471740.0
2023-05-13,1.75e-06,2.08e-06,1.54e-06,1.87e-06,160845317539432.0
2023-05-14,1.87e-06,1.95e-06,1.74e-06,1.78e-06,68330631582345.0
2023-05-15,1.79e-06,1.79e-06,1.61e-06,1.73e-06,61163976301961.0
2023-05-16,1.73e-06,1.82e-06,1.64e-06,1.67e-06,46420055507337.0
2023-05-17,1.67e-06,1.69e-06,1.46e-06,1.57e-06,58829136028623.0
2023-05-18,1.58e-06,1.64e-06,1.5e-06,1.59e-06,46601403583590.0
2023-05-19,1.58e-06,1.59e-06,1.47e-06,1.53e-06,27186905002751.0
2023-05-20,1.52e-06,1.93e-06,1.5e-06,1.72e-06,61157619295586.0
2023-05-21,1.71e-06,1.76e-06,1.56e-06,1.59e-06,42538861909980.0
2023-05-22,1.59e-06,1.6e-06,1.51e-06,1.52e-06,25843529163128.0
2023-05-23,1.52e-06,1.67e-06,1.51e-06,1.59e-06,28163796626075.0
2023-05-24,1.59e-06,1.6e-06,1.31e-06,1.43e-06,50985625817252.0
2023-05-25,1.43e-06,1.47e-06,1.34e-06,1.43e-06,31717937452590.0
2023-05-26,1.43e-06,1.49e-06,1.38e-06,1.46e-06,25341626102384.0
2023-05-27,1.45e-06,1.54e-06,1.43e-06,1.52e-06,19742767057020.0
2023-05-28,1.52e-06,1.54e-06,1.41e-06,1.49e-06,21189159705596.0
2023-05-29,1.5e-06,1.52e-06,1.42e-06,1.44e-06,17678408403543.0
2023-05-30,1.44e-06,1.44e-06,1.23e-06,1.3e-06,26459115670028.0
2023-05-31,1.3e-06,1.32e-06,1.19e-06,1.26e-06,28911883449285.0
2023-06-01,1.27e-06,1.33e-06,1.21e-06,1.25e-06,24903626865682.0
2023-06-02,1.24e-06,1.31e-06,1.23e-06,1.29e-06,15231747109274.0
2023-06-03,1.29e-06,1.35e-06,1.26e-06,1.3e-06,22022382388125.0
2023-06-04,1.3e-06,1.3e-06,1.21e-06,1.23e-06,15708665098619.0
2023-06-05,1.23e-06,1.24e-06,9.5e-07,1.03e-06,49266844972743.0
2023-06-06,1.03e-06,1.26e-06,9.6e-07,1.2e-06,68124119403275.0
2023-06-07,1.2e-06,1.22e-06,1.04e-06,1.07e-06,37938275142612.0
2023-06-08,1.07e-06,1.14e-06,1.03e-06,1.08e-06,20113573681185.0
2023-06-09,1.09e-06,1.2e-06,1.05e-06,1.14e-06,33823724620921.0
2023-06-10,1.13e-06,1.14e-06,8.7e-07,9.4e-07,65236121417990.0
2023-06-11,9.3e-07,9.5e-07,8.8e-07,9.2e-07,21081083114862.0
2023-06-12,9.1e-07,9.5e-07,8.4e-07,9.1e-07,22319730818691.0
2023-06-13,9e-07,9.9e-07,8.8e-07,9.1e-07,35032196880912.0
2023-06-14,9.2e-07,9.7e-07,8.6e-07,8.8e-07,24002267566156.0
2023-06-15,8.9e-07,9.3e-07,8.2e-07,8.9e-07,23847177939242.0
2023-06-16,8.9e-07,1.05e-06,8.7e-07,9.6e-07,45746758588764.0
2023-06-17,9.7e-07,1.05e-06,9.4e-07,1e-06,31398516601432.0
2023-06-18,1e-06,1.01e-06,9.2e-07,9.4e-07,15935402409817.0
2023-06-19,9.3e-07,9.6e-07,9.1e-07,9.4e-07,18044405269959.0
2023-06-20,9.5e-07,1.09e-06,9.1e-07,1.07e-06,34505621536031.0
2023-06-21,1.07e-06,1.47e-06,1.03e-06,1.38e-06,129109902578205.0
2023-06-22,1.38e-06,1.69e-06,1.36e-06,1.55e-06,170132746013597.0
2023-06-23,1.54e-06,1.79e-06,1.45e-06,1.65e-06,99298315386008.0
